0xc9851f374701f76024c1f44f7166e0ef8a99456750463dc9d7b426e6359b9b20,12168368,0xe2388f22cf5e328c197d6530663809cc0408a510,0x956f47f50a910163d8bf957cf5846d573e7f87ca,119248224557418002464468014,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,385878266886967004057471300,0x956f47f50a910163d8bf957cf5846d573e7f87ca,398581050000000000
0x641b95d1f76a4a9e0101df94aab04aee23f95bca349fb6a68d79b180cf84e533,12168369,0xef764bac8a438e7e498c2e5fccf0f174c3e3f8db,0x956f47f50a910163d8bf957cf5846d573e7f87ca,3650791146857396019846,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7580513152923804785272828,0x956f47f50a910163d8bf957cf5846d573e7f87ca,5065046454000506454
0x641b95d1f76a4a9e0101df94aab04aee23f95bca349fb6a68d79b180cf84e533,12168369,0xef764bac8a438e7e498c2e5fccf0f174c3e3f8db,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,1500858802284305819009811,0x956f47f50a910163d8bf957cf5846d573e7f87ca,469310538337122748794652,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,5065046454000506454
0x768b550108b4a4bc74d897b19a5803e3e2a154934e9410c7f59ae9e829f08ed9,12168374,0x4d7c846649b7a602709666f6bbdc8b4223e6b1b9,0x956f47f50a910163d8bf957cf5846d573e7f87ca,83704080913890373912774,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,254720972749489069158784,0x956f47f50a910163d8bf957cf5846d573e7f87ca,45581000000000000
0x5da2aaaf5b64ddc6fd8134636c08e3bc4d0e45d418091b324ef80e7b0aabf75d,12168388,0xee6f5961af0b5c061b18d2a442ae9276a3f68428,0x956f47f50a910163d8bf957cf5846d573e7f87ca,4771562326358659063994,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,11207722800977519042986,0x956f47f50a910163d8bf957cf5846d573e7f87ca,27345000000000000
0x6bcdaeb8ba9e8bb9c35556685b54ec993d3e3b7f36f5f57f72acd03988a99968,12168394,0x5445c0719dc90f70b22ec8c2e225f9e6b4774940,0x956f47f50a910163d8bf957cf5846d573e7f87ca,15063617344741911224266,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,32816000000000000000000,0x956f47f50a910163d8bf957cf5846d573e7f87ca,29304701800000000
0xdaee07d6224f7ca33fca8a87fb71ed7738f9fabde745192f6187d8f7e9b4dd63,12168408,0x6f2fdde4c1ae26491397c80164069d14df47f2ac,0x956f47f50a910163d8bf957cf5846d573e7f87ca,4872599016837230517358,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,10000000000000000000000,0x956f47f50a910163d8bf957cf5846d573e7f87ca,26425374000000000
0xe50cbe2c0a740c9ef9b80dbd8ab1e69548d9206bdaeea0aa5e3b1023d11cceb9,12168409,0x01b23f8cc7fbf107b0f39aa0ba7c17ebafb5d618,0x956f47f50a910163d8bf957cf5846d573e7f87ca,4882993618542963371985,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,10000000000000000000000,0x956f47f50a910163d8bf957cf5846d573e7f87ca,60563000000000000
0xec05082dfb3dc7f5a1a0fef9dbf9352b1105eeb3eaab98d79d7d97bb363e1ce9,12168411,0x0377e7d9d937cb43181ce7335697107f8b23302e,0x956f47f50a910163d8bf957cf5846d573e7f87ca,11728849244625528030475,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,23617234473192628719586,0x956f47f50a910163d8bf957cf5846d573e7f87ca,31845000000000000
0x276c13a9ec2c2c003e20348dbd44cd05e85ae8406b0b0cab27ac17f55d5c0c73,12168413,0xdf63be2e473ba04c26b1609e51d08cf0d78e0913,0x956f47f50a910163d8bf957cf5846d573e7f87ca,50511218881639466563152,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,100000000000000000000000,0x956f47f50a910163d8bf957cf5846d573e7f87ca,35343954000000000
