hash,block_number,from,token_b_address,token_a_amount_raw,token_a_address,token_b_amount_raw,token_b_address (1),fee
\xc9851f374701f76024c1f44f7166e0ef8a99456750463dc9d7b426e6359b9b20,12168368,\xe2388f22cf5e328c197d6530663809cc0408a510,\x956f47f50a910163d8bf957cf5846d573e7f87ca,119248224557418002464468014,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,385878266886967004057471300,\x956f47f50a910163d8bf957cf5846d573e7f87ca,398581050000000000
\x3a3fdaaa52f99c3004370494e2b0852f9c6fb9b02a4f004354db95f8243a3150,12168369,\xe28b3058a2f7f251741a7289b633a902126260ea,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,23820490941487616263297,\x956f47f50a910163d8bf957cf5846d573e7f87ca,7587187036450151105513,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,105519076000000000
\x641b95d1f76a4a9e0101df94aab04aee23f95bca349fb6a68d79b180cf84e533,12168369,\xef764bac8a438e7e498c2e5fccf0f174c3e3f8db,\x956f47f50a910163d8bf957cf5846d573e7f87ca,3650791146857396019846,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7580513152923804785272828,\x956f47f50a910163d8bf957cf5846d573e7f87ca,5065046454000506454
\x641b95d1f76a4a9e0101df94aab04aee23f95bca349fb6a68d79b180cf84e533,12168369,\xef764bac8a438e7e498c2e5fccf0f174c3e3f8db,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,1500858802284305819009811,\x956f47f50a910163d8bf957cf5846d573e7f87ca,469310538337122748794652,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,5065046454000506454
\xb871dbed793b312bc2b13f1a496d8c03630ca2298ce9391029740c56389c33e5,12168369,\xee622122bc71ee46285c3bbd36e0f134a7271c85,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,64992597869506647161037,\x956f47f50a910163d8bf957cf5846d573e7f87ca,21118000000000000000000,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,92602575000000000
\x59e7772688fe9966abfeba79408ca9aedbf316bf4761916f12906b995d1e5c67,12168369,\xfea0904acc8df0f3288b6583f60b86c36ea52acd,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,966302891882611742372307,\x956f47f50a910163d8bf957cf5846d573e7f87ca,305051849919129786716524,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,836278931730000000
\x3ded679ac6540dd85a8615814487cbe393da6855cadb9b8c7997b2c5eb097078,12168369,\x1005997335d345f9701494851a4b86021f685b5e,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,107857616461960545272778,\x956f47f50a910163d8bf957cf5846d573e7f87ca,35022298923407790000000,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,98986000000000000
\x59e7772688fe9966abfeba79408ca9aedbf316bf4761916f12906b995d1e5c67,12168369,\xfea0904acc8df0f3288b6583f60b86c36ea52acd,\x956f47f50a910163d8bf957cf5846d573e7f87ca,455470626499779041233,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,951871302745291212366328,\x956f47f50a910163d8bf957cf5846d573e7f87ca,836278931730000000
\x47b5e0d53a41006c6d5a48d6d4ae4a8d4404836a2127d567dd61effc7bc5835f,12168369,\x531e3a8afbcefb73b9ee37e9db2ec572a222c59e,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,2397107211798494530700164,\x956f47f50a910163d8bf957cf5846d573e7f87ca,770764340795667927770417,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,216683224000000000
\x3347f819f2bf7e7c54f59b97fecb84399ff479f93d2fa90f653074c2bc595a04,12168369,\xfea0904acc8df0f3288b6583f60b86c36ea52acd,\x956f47f50a910163d8bf957cf5846d573e7f87ca,928783241911505597655,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1945270754276974176331338,\x956f47f50a910163d8bf957cf5846d573e7f87ca,738352823040000000
\xb7dd780066a84cd1fc4716ed11673c64d8af03ca28bae4c06ce21d0e2433941b,12168369,\x155ab90755eefc6f521cb3bccba4c5aedcd4cdb7,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,652232187338859956776258,\x956f47f50a910163d8bf957cf5846d573e7f87ca,207200000000000000000000,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,198988450000000000
\x8b21519794bab313945d26bed2f58e4fb553726ba3f7dfe82f5ae2e6808a5e55,12168370,\x9f2b0a4cd773f4ddc658f8cbbc75ab1ed4f931a1,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,288468489670572500751065,\x956f47f50a910163d8bf957cf5846d573e7f87ca,93862107667424549758930,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,287874010000000000
\x8ff7308e53e1bf919e6eea3f7c491d6bdceb33ba4106473acbdf7263f3f6b079,12168371,\xa7cdc944df7cce6327e26287dfa5198816c299af,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,239891130053940591036549,\x956f47f50a910163d8bf957cf5846d573e7f87ca,78218423056187124799108,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,286568000000000000
\x27fac9de161e2518ae5f2f41dc6517227273bb1ddfce9eb0cce3a4b2b25c9021,12168372,\xf7cd547ed48495fac9d40cdb06b21c48020cd64d,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,382428929710131555503818,\x956f47f50a910163d8bf957cf5846d573e7f87ca,125000000000000000000000,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,145504762000000000
\x9f4dd788d93dd1b1de91022d9f816d1614503faffd2206b578a00a9db43d2024,12168373,\xcc3e0238ab75ce515e7be86112c0f2386a672796,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,19113994355003574050201,\x956f47f50a910163d8bf957cf5846d573e7f87ca,6257473844494969983928,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,20823800000000000
\x2fd4a218b8733ebe9e3ebf950e3aae1e0981b3b336deecdde6b7c540dfffd1b6,12168373,\xde5c502617e96804b7ff0e590f0eb17cdf92566e,\x956f47f50a910163d8bf957cf5846d573e7f87ca,471915956463199172955,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,990583523891306325664710,\x956f47f50a910163d8bf957cf5846d573e7f87ca,1235780000000000000
\x3dd3e1b61fbe1dcfc3c5a60ceed774b914704df32ba7192a1640993e01ffdc7f,12168373,\xc3ec7b35180768cf73d2f5ff9ec82485106d5d7c,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,417609981201534727902,\x956f47f50a910163d8bf957cf5846d573e7f87ca,200000000000000000,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,47953616756745519
\x00f91068f7a6e5e6fceb3bd7a4080478b93cebb71151912700c9c626dee6a49a,12168374,\xcef2ad95c9698950741d5aef13002a8a824de6e9,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,47281631967614806749352,\x956f47f50a910163d8bf957cf5846d573e7f87ca,15643684611237424959821,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,50398800000000000
\x768b550108b4a4bc74d897b19a5803e3e2a154934e9410c7f59ae9e829f08ed9,12168374,\x4d7c846649b7a602709666f6bbdc8b4223e6b1b9,\x956f47f50a910163d8bf957cf5846d573e7f87ca,83704080913890373912774,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,254720972749489069158784,\x956f47f50a910163d8bf957cf5846d573e7f87ca,45581000000000000
\x3b760cbf9ba37aefde1bc360e6bde49099d0699462b283cffe7f08d7fab97127,12168374,\xd282faed385c2dbc53c3f85f57f9dfc2f5ecc839,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,481885752397507904398777,\x956f47f50a910163d8bf957cf5846d573e7f87ca,158070046785787436764022,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,457126000000000000
\xac45724fb5b82f4242f30a0a828d46f64a6a928703e3a4c27c1fa0cf93450745,12168374,\xfb617bd58a6e4080f8b9b2e64fbe3b61958914f2,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,800022821588295306770773,\x956f47f50a910163d8bf957cf5846d573e7f87ca,263759906356803469567509,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,99010000000000000
\x4e45843e873ef761a28a29a1ebdcdeb7d6ccdc69904ffc579bffdee17d716248,12168374,\x0a4d7bf0abc967d6204b83173a98b14603057c08,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,23647462817649953665943,\x956f47f50a910163d8bf957cf5846d573e7f87ca,7821842305618712479910,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,84010000000000000
\xc808e350d1fa60d894a053db0ca2856a9f3eb1dd7cf89926ad578cb2da879c1f,12168374,\xcbfb423d668f848866427089e8527474dbbe4a58,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,26902175499254301381359,\x956f47f50a910163d8bf957cf5846d573e7f87ca,8885612859000000000000,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,19797200000000000
\x3b760cbf9ba37aefde1bc360e6bde49099d0699462b283cffe7f08d7fab97127,12168374,\xd282faed385c2dbc53c3f85f57f9dfc2f5ecc839,\x956f47f50a910163d8bf957cf5846d573e7f87ca,1162130000618614024292,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2445694869430026679521463,\x956f47f50a910163d8bf957cf5846d573e7f87ca,457126000000000000
\x5579a6d76e17fbfe549ddbcf321f5522264d787f2c2a4ca12319e2647cd096fa,12168376,\x51346d389ec7adf11c5b96695ef003dbb849af9a,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,425003279233283171384357,\x956f47f50a910163d8bf957cf5846d573e7f87ca,140793161501136824638395,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,16802000000000000
\x6f6155bdd7d26ae8cf7667b9edb85eb434ae1b51bcb9013c3ba63b311ee66668,12168376,\x155ab90755eefc6f521cb3bccba4c5aedcd4cdb7,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,73621953778496936249094,\x956f47f50a910163d8bf957cf5846d573e7f87ca,24326532246313889405361,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,96122026000000000
\x56165ff98ff5bff3baf451a718360d02d3473ba37996da75b22950454400a36f,12168376,\xa7cdc944df7cce6327e26287dfa5198816c299af,\x956f47f50a910163d8bf957cf5846d573e7f87ca,567397708031203215363,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1197359045012807133190512,\x956f47f50a910163d8bf957cf5846d573e7f87ca,496276000000000000
\x11feb13f4c21a9c076d20dd4d8901e34389da50350570abb1f877a34fe4effec,12168376,\xb30367238ac1da91b0cf31bb4b0b4efb777488e5,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,66245052461741461990906,\x956f47f50a910163d8bf957cf5846d573e7f87ca,21901158455732394943750,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,75693010000000000
\xb5d5ae697f5216db223cb77ddf5c6628690db932114359fc130072b2f0e873ad,12168376,\xa232e7cdd1ac746a493480860ffe7ad8c7348ba3,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,8746683278157485234649,\x956f47f50a910163d8bf957cf5846d573e7f87ca,2892586088770814698794,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,25199400000000000
\x8e712bf99c947431edc274dd0d6f6ee2d9dfd649938d4351985788f8898772cf,12168377,\xa9e02fc2d7b5e9904e2149028e905044d8a36f32,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,2046111497687824535620101,\x956f47f50a910163d8bf957cf5846d573e7f87ca,703965807505684123191978,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,420110000000000000
\xba53aa72d176e0a9bb737c76003f537a80eb6e27a860296e779cac76f4e22856,12168377,\xbf6aea13163a44b7f82670e07aa97ab2efb92795,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,33758613964831718457964,\x956f47f50a910163d8bf957cf5846d573e7f87ca,12202073996765191468660,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,46051500000000000
\xbab115ac20425c2bb1f7617149b1357e437d0656f93c3ce9b30e7a238aaa10fb,12168377,\x1729f93e3c3c74b503b8130516984ced70bf47d9,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,573305106117701065036183,\x956f47f50a910163d8bf957cf5846d573e7f87ca,199456978793277168237727,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,168020000000000000
\xffae4af19982902924999e5c43aee52e142cae26dce3208197a12efee76a7de1,12168377,\xd6b06ded7655a80b383ddfc14533b2d2febc55b2,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,65655926283623486258489,\x956f47f50a910163d8bf957cf5846d573e7f87ca,22782977336316297925459,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,180033430000000000
\x1d7754e805657064f6d86f92725e13a92c593f1beb426acc8ceaea09bf362b98,12168377,\xcf19f17d8a3acc1c5b3869d1a5a2744e3713b868,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,108111477313552242749135,\x956f47f50a910163d8bf957cf5846d573e7f87ca,39109211528093562399554,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,22169136000000000
\x7549937729be1be9be90c68b691a5939ca301d4b8ad7e629428a386e0a53e6fe,12168377,\x53afeb120edce5d778cab7de76d34f5fcd92c7d0,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,436506594699628644244891,\x956f47f50a910163d8bf957cf5846d573e7f87ca,157066578882824627865958,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,92103000000000000
\x8cb973a83a5bcce9668162074585cb0601675e9c102b755f5d896bef238073a5,12168377,\xf7cd547ed48495fac9d40cdb06b21c48020cd64d,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,11740744003419240045929,\x956f47f50a910163d8bf957cf5846d573e7f87ca,4232478573432367593087,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,51110505000000000
\xab122e9233abc8609bb3bf39a0a60336667a39e97b1943ea7e6125e02c4fd715,12168377,\xcdd9ce3057da3e8c89e4cdc4cc021eb1d1a7bfa7,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,28600867084846271785151,\x956f47f50a910163d8bf957cf5846d573e7f87ca,10340475528027937898442,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,29403500000000000
\xfae792b1f73857fb3bc47854063a8fcf798a730861970072e7bbc3e074423c4b,12168377,\xac888c754546ea45b168fbfa605253deb25a3879,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,3486830000724455660879117,\x956f47f50a910163d8bf957cf5846d573e7f87ca,1173276345842806871986631,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,640189308000000000
\xa8fad4e6e3c3fd6dc5a2661207ebe640a30ecf9671a03848247cfd17d1c030ed,12168377,\x9f8c888c30b05438746493f95d231b60da1f3d66,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,3602569988677843989290705,\x956f47f50a910163d8bf957cf5846d573e7f87ca,1274960295815850134225472,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,96050862000000000
\x75373c1e049c0dc4a49a18f91477390e671166a490fd601f8653999966c32758,12168377,\x0b8cc90051abd0b9b33bd17121b899bb7a9d796e,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,129605948841826654801421,\x956f47f50a910163d8bf957cf5846d573e7f87ca,46931053833712274879465,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,23022750000000000
\x40aa5324424f2bd8e3d479062f70884fd7b0a2ef3a00df0549107e2f2569a029,12168377,\x4d7c846649b7a602709666f6bbdc8b4223e6b1b9,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,286057634803092753054256,\x956f47f50a910163d8bf957cf5846d573e7f87ca,103258686677937155112551,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,49505000000000000
\x1cb692b540f1206f31b62b3935b1f05805420e6915467a62de976c6483cf8c9a,12168377,\xaca3365a1a6dba0839b3b56219cf250ebb9f32f1,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,10845186000533078390452,\x956f47f50a910163d8bf957cf5846d573e7f87ca,3910000000000000000000,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,54910590000000000
\xcde04618eb30c087b458fdbbc04eb659d3d557713421ae2e0ac8bb3d346356e5,12168378,\x3f64c57b41fc9b720a32cbcadc2c72adfd5405b9,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,256553047334023585815161,\x956f47f50a910163d8bf957cf5846d573e7f87ca,93392797129087427010135,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,46051500000000000
\x28f0fdc09a6e1012174f123d67be486286ff22c2ca14918935b7a3db2eb225d9,12168378,\xebcd54d901596ce65fa504d96a397e8463d6262d,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,62226156123412316592717,\x956f47f50a910163d8bf957cf5846d573e7f87ca,22683342686294266191741,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,27640119510300000
\xf82ddad83a958435e9e4979313e461be61deffdc46d8dec719fdd5bb7ead93c7,12168378,\x032cbb52dcbe38efe3c6eafb44401c715bde3401,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,5932502340350796672067,\x956f47f50a910163d8bf957cf5846d573e7f87ca,2161966445547569422684,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,34645100000000000
\xe31d8bdc67aa5339104142ed6aa67483bcc1625d7d158ef3c310d882020ef04a,12168378,\x7102e515f3754db44e645f936608bff8c2c7efe2,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,9702072767997132301329,\x956f47f50a910163d8bf957cf5846d573e7f87ca,3537763274532386328028,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,29699400000000000
\x91f0b0fc925ee16c77f0f8726926c74db882edba2f2d792f8a7087f283b6c3ec,12168378,\x3fad75c22f9375bb7375dc5d788e5f96b4507197,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,209951010532792331627,\x956f47f50a910163d8bf957cf5846d573e7f87ca,100000000000000000,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,71743280000000000
\x26d2a201a4245fa9479fb114fc14803b86d6707cb9d939dd03044075ab7a245c,12168378,\x7a4c6e32c31a56bdd78de86970180d8a0d613f57,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,78545560201421503998355,\x956f47f50a910163d8bf957cf5846d573e7f87ca,28553090604298155404401,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,46625550000000000
\x5034a9723004d91c55440d46d2199288ad1eca43d097a5d9f37afc35bfab5a60,12168378,\xf6853c77a2452576eae5af424975a101ffc47308,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,366162940245780641933844,\x956f47f50a910163d8bf957cf5846d573e7f87ca,132862665199105175430429,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,135673772000000000
\xb61e4f13830374ec13242c5fc105764324a27ee4503463f0c319751511ade595,12168379,\x02caf0f7e923f8158a87a332790005fa6874904b,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,58064914169171420268858,\x956f47f50a910163d8bf957cf5846d573e7f87ca,21178755015183742735990,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,21228695400000000
\x01c7dbefeb5710114c5d536002a7778dd6351096378051211b866f7d6f775e9c,12168380,\xda658221ba0ed1791a975c1eda4b5aab1b39e139,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,2105505114835219509169506,\x956f47f50a910163d8bf957cf5846d573e7f87ca,782184230561871247991087,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,18791460000000000
\xeff2a8bf5d64e742d85eab30707803142849fa49eed13935b6a441d100d459f9,12168380,\xae99571b035257872fff6e28918a58a501651437,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,236150035088699808833371,\x956f47f50a910163d8bf957cf5846d573e7f87ca,86239534661849900746456,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,353264912000000000
\x730816ab8a0e8d4eb358b3e0bfe4b8496512b2873de009c99b4c39df241af610,12168380,\x35da3d2f891ba64e6fc625a1ff2b1074c41f5559,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,852861620783825634934000,\x956f47f50a910163d8bf957cf5846d573e7f87ca,312873692224748499196435,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,252030000000000000
\xb4e7bbefaf7d15c5fc6d39fa8471f0c0252b8991fa1f7cb59fe68f2c11cb745b,12168380,\x4641d7c261baa06113c4b6ed1ca25119bdcb8a20,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,21243751403111525298141,\x956f47f50a910163d8bf957cf5846d573e7f87ca,7821842305618712479910,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,46223658000000000
\x13b543d79047e8f97da628ceab09d5f55c7f1ec3ec4635740abe8c1fda72e82c,12168382,\xd99ceeaadf2f5f51ee7075a9bc7410e854095b0b,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,264903006171858224627296,\x956f47f50a910163d8bf957cf5846d573e7f87ca,99963144665807145493260,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,84010000000000000
\x19b080cb020f2eff7941498cd19ea10102e538bb590e4b7a57d220ab071ca61d,12168382,\xcd265cdcb89645e08fa4b7349b7faa369aca0c4a,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,83820353748951223189570,\x956f47f50a910163d8bf957cf5846d573e7f87ca,31680454030756226178312,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,46625550000000000
\x1c7dfa0fadba1b5ab1df0858394800d1f876c8b8467955194da2aaba8cadbd40,12168382,\x172ec6da25d0b72e3fafdecefb3adc9ad8544ae6,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,12753383100059949936588,\x956f47f50a910163d8bf957cf5846d573e7f87ca,4818254860000000000000,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,59398800000000000
\x98b92eb334ba26d7d8f3b0b0f18a8aa5c62b431fab66b481c9a1d7c966e4f186,12168382,\xd32ac5251016f7363b67ea764a98440736327212,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,58683115815315497783655,\x956f47f50a910163d8bf957cf5846d573e7f87ca,22622555104203042406512,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,25203000000000000
\x67affc39fad8192e94c100f075bd361dcb5b579982c1bedfdf7ba314b4918669,12168382,\xf0839f77d88a93e74b5aca6946b89f110de750cf,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,139973745827532988684413,\x956f47f50a910163d8bf957cf5846d573e7f87ca,54616386223223019456521,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,22598690000000000
\xebcf0bf56f305107c07c07114708b1b19ee4e84b1f27c5a2c097fcbbbfbff626,12168382,\x07bdf59c0a121456f7cf6bc69ec225e602271a01,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,224799985128618995872196,\x956f47f50a910163d8bf957cf5846d573e7f87ca,84335103739180957958399,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,192028000000000000
\x3c6840eb3fd912d4b93927d558f8196afcaddfaaca437c15610e7c6621102406,12168382,\x0eb4add4ba497357546da7f5d12d39587ca24606,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,1765847202250757599044277,\x956f47f50a910163d8bf957cf5846d573e7f87ca,672678438283209273272335,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,51123825000000000
\xd0bf48b4e625bb20a401faa7591afe1f36574d00ce80499ca58a2fc05105697c,12168382,\xde8589960da34eefb00ca879d8cc12b11f52cb12,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,208110081289646321697337,\x956f47f50a910163d8bf957cf5846d573e7f87ca,78374859902299499048706,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,92103000000000000
\xef04afb7ce81e0e5523a6a101b14a1020fc0f64970a73fcca0a8016f813f5d62,12168382,\xe792be33d36df027c6a5ad9bfe9f74bd40ad0f58,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,41652186505865060437139,\x956f47f50a910163d8bf957cf5846d573e7f87ca,15643684611237424959821,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,126015000000000000
\x3a04118bc78e756dd126bba7539871c1186f87a6f6f9a1d13f171de67aca350e,12168382,\xaecce96efbf383eae601b60f92721110de3df0b4,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,1308124778661949413813095,\x956f47f50a910163d8bf957cf5846d573e7f87ca,507249809271246401231824,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,25206600000000000
\x7aadd5a659c83110c9c2964aaa08035364c6d424fe1e64553ec54aca119563c7,12168382,\x59241f5e850a9ce8a215a49bb2a7499b31296a94,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,61120265015682916495381,\x956f47f50a910163d8bf957cf5846d573e7f87ca,23465000000000000000000,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,49475000000000000
\x68aceaf7ef5728fba90fc6deeb1e7505157cda45f172990d60ade31043869380,12168382,\xfe383cd1be79ccff7206144469fbfb77cd9288b5,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,16293710049060915319385,\x956f47f50a910163d8bf957cf5846d573e7f87ca,6257473844494969983928,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,27630900000000000
\xdcf06b79b9dec738b743dfce67561869b118eb78b13aa915562abc6ebc22003c,12168382,\x2326d4fb2737666dda96bd6314e3d4418246cfe8,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,406648484573342110509125,\x956f47f50a910163d8bf957cf5846d573e7f87ca,156452489796985487023177,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,25203000000000000
\xdee85e6c429d945dead6c5ad5b4a730f756096f47f20d8cfe1c9d9f94e6aff29,12168382,\xed9817ad3944c25083159a887f58ab6415dd0409,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,144355074397761211852997,\x956f47f50a910163d8bf957cf5846d573e7f87ca,54283585600993864610581,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,76974120000000000
\x39516dc986c1a1ecab45afab81fd3cde89c96954814edade2d6e7fef45830c1d,12168382,\x8ca440e6e8ad6dbcabec20df94dc19047c614a6c,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,52877157447077462234311,\x956f47f50a910163d8bf957cf5846d573e7f87ca,19867479456271529698973,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,92368944000000000
\xa295ad651f23c37131913fd2ed66b698dd5af5156a8b459b16189c33b7160028,12168383,\x4af4aa2ab7d83ca1e0a1cf225b231ff0a937a685,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,4006065959508704243654,\x956f47f50a910163d8bf957cf5846d573e7f87ca,1564368461123742495982,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,19345797900000000
\xa5de98a761e746df495ed3e84bbcc77be7aab48a79719ca979f5184b3b0ee9ea,12168383,\xfe4b04ade5478f3b649614221cdcc43ee31fa27e,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,20032406002178160481673,\x956f47f50a910163d8bf957cf5846d573e7f87ca,7821842305618712479910,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,31976658000000000
\x1881ec74facfefc0df6f04a41edabe7328b80dda701f109dc43eaeb342db82a7,12168384,\x0f109e11b76e83f8a984c9d80d379fc806fa2b65,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,1692739901257629517640905,\x956f47f50a910163d8bf957cf5846d573e7f87ca,665874313282555903624614,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,277357744000000000
\x3896b455b51649bf5d06247ea052aa0e0b574b99269f01fdd970b73ac0bbf0e4,12168384,\x4e597e879ef52e85995e102d86da82adbd552e38,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,8908646611159550406326,\x956f47f50a910163d8bf957cf5846d573e7f87ca,3537000000000000000000,\xc7283b66eb1eb5fb86327f08e1b5816b0720212b,55030885000000000
